mes_anio,valores_gob_tot,valores_gob_resid,valores_gob_resid_banxico,valores_gob_resid_bdesarrollo,valores_gob_resid_bcomercial,valores_gob_resid_spublico,valores_gob_resid_siefores,valores_gob_resid_sprivado,valores_gob_noresid_sprivado,valores_gob_cargo_gobfed,valores_gob_cargo_banxico,cetes_tot,cetes_resid,cetes_resid_banxico,cetes_resid_bdesarrollo,cetes_resid_bcomercial,cetes_resid_spublico,cetes_resid_siefores,cetes_resid_sprivado,cetes_noresid,cetes_cargo_gobfed,cetes_cargo_banxico,bondes_tot,bondes_resid,bondes_resid_banxico,bondes_resid_bdesarrollo,bondes_resid_bcomercial,bondes_resid_spublico,bondes_resid_siefores,bondes_resid_sprivado,bondes_noresid,bondes_cargo_gobfed,bondes_cargo_banxico,bondesD_tot,bondesD_resid,bondesD_resid_banxico,bondesD_resid_bdesarrollo,bondesD_resid_bcomercial,bondesD_resid_spublico,bondesD_resid_siefores,bondesD_resid_sprivado,bondesD_noresid,bondesD_cargo_gobfed,bondesD_cargo_banxico,udibonos_tot,udibonos_resid,udibonos_resid_banxico,udibonos_resid_bdesarrollo,udibonos_resid_bcomercial,udibonos_resid_spublico,udibonos_resid_siefores,udibonos_resid_sprivado,udibonos_noresid,udibonos_cargo_gobfed,udibonos_cargo_banxico,bonos_tot,bonos_resid,bonos_resid_banxico,bonos_resid_bdesarrollo,bonos_resid_bcomercial,bonos_resid_spublico,bonos_resid_siefores,bonos_resid_sprivado,bonos_noresid,bonos_cargo_gobfed,bonos_cargo_banxico
Jul 2009,"2,742,438,031.00","2,464,804,534.01",0.00,"218,147,849.00","934,100,477.00","131,478,882.64","581,708,565.44","599,368,759.93","277,633,496.99","2,470,113,109.00","272,324,922.00","483,219,229.00","477,203,927.04",0.00,"54,794,969.00","85,036,996.00","70,712,868.99","72,424,753.65","194,234,339.40","6,015,301.96","483,219,229.00",0.00,"32,082,960.00","32,082,960.00",0.00,"113,065.00","2,468,234.00",0.00,"14,688,088.16","14,813,572.84",0.00,"32,082,960.00",0.00,"491,701,482.00","491,621,076.37",0.00,"129,638,072.00","226,109,510.00","199,411.17","16,597,173.31","119,076,909.89","80,405.63","219,376,560.00","272,324,922.00","430,020,130.00","419,115,546.64",0.00,"22,388,992.00","32,809,853.00","24,995,378.34","212,278,616.58","126,642,706.72","10,904,583.36","430,020,130.00",0.00,"1,305,414,230.00","1,044,781,023.96",0.00,"11,212,751.00","587,675,884.00","35,571,224.14","265,719,933.74","144,601,231.08","260,633,206.04","1,305,414,230.00",0.00
Ago 2009,"2,773,703,161.00","2,486,975,023.80",0.00,"216,426,142.00","913,673,383.00","120,487,374.16","592,864,844.61","643,523,280.03","286,728,137.20","2,501,289,355.00","272,413,806.00","502,558,937.00","497,796,838.35",0.00,"50,577,660.00","79,832,509.00","56,203,114.74","83,103,044.60","228,080,510.01","4,762,098.65","502,558,937.00",0.00,"20,793,700.00","20,793,700.00",0.00,"82,510.00","997,273.00",0.00,"11,178,467.46","8,535,449.54",0.00,"20,793,700.00",0.00,"483,375,096.00","483,274,493.47",0.00,"131,767,432.00","213,502,162.00",0.00,"15,655,129.60","122,349,769.87","100,602.53","210,961,290.00","272,413,806.00","444,175,938.00","433,073,979.67",0.00,"22,585,961.00","34,549,304.00","24,935,338.36","218,717,836.04","132,285,540.27","11,101,958.33","444,175,938.00",0.00,"1,322,799,490.00","1,052,036,012.31",0.00,"11,412,579.00","584,792,135.00","39,348,921.06","264,210,366.91","152,272,010.34","270,763,477.69","1,322,799,490.00",0.00
Sep 2009,"2,838,072,324.00","2,531,763,128.38",0.00,"219,513,891.00","944,784,987.00","138,043,767.04","614,952,544.16","614,467,939.18","306,309,195.62","2,565,575,516.00","272,496,808.00","511,178,927.00","501,843,942.80",0.00,"47,936,312.00","100,530,459.00","74,302,327.92","92,332,177.37","186,742,666.51","9,334,984.20","511,178,927.00",0.00,"20,877,700.00","20,877,700.00",0.00,"82,847.00","1,052,887.00",0.00,"11,223,812.92","8,518,153.08",0.00,"20,877,700.00",0.00,"488,484,638.00","488,243,899.74",0.00,"138,721,215.00","206,758,059.00",0.00,"14,951,126.19","127,813,499.55","240,738.26","215,987,830.00","272,496,808.00","458,072,819.00","446,385,968.95",0.00,"21,460,176.00","30,584,890.00","25,370,511.33","229,243,278.76","139,727,112.86","11,686,850.05","458,072,819.00",0.00,"1,359,458,240.00","1,074,411,616.89",0.00,"11,313,341.00","605,858,692.00","38,370,927.79","267,202,148.92","151,666,507.18","285,046,623.11","1,359,458,240.00",0.00
Oct 2009,"2,858,714,327.00","2,537,329,530.73",0.00,"204,122,049.00","916,694,327.00","117,245,096.19","620,016,115.00","679,251,943.54","321,384,796.27","2,603,445,500.00","255,268,827.00","525,558,519.00","516,827,598.19",0.00,"34,900,719.00","102,497,030.00","55,204,600.77","84,818,724.33","239,406,524.09","8,730,920.81","525,558,519.00",0.00,"20,965,880.00","20,956,954.23",0.00,"83,208.00","1,000,458.00",0.00,"11,204,351.98","8,668,936.25","8,925.77","20,965,880.00",0.00,"471,732,267.00","471,627,329.63",0.00,"139,487,551.00","193,895,553.00",0.00,"14,083,689.51","124,160,536.12","104,937.37","216,463,440.00","255,268,827.00","448,704,591.00","436,549,559.43",0.00,"18,175,653.00","12,746,001.00","24,669,935.83","236,141,533.18","144,816,436.42","12,155,031.57","448,704,591.00",0.00,"1,391,753,070.00","1,091,368,089.25",0.00,"11,474,918.00","606,555,285.00","37,370,559.60","273,767,816.00","162,199,510.65","300,384,980.75","1,391,753,070.00",0.00
Nov 2009,"2,904,863,013.00","2,575,864,819.01",0.00,"202,815,644.00","957,202,509.00","100,005,626.48","627,994,728.12","687,846,311.41","328,998,193.99","2,649,515,898.00","255,347,115.00","524,123,170.00","515,273,393.18",0.00,"28,597,298.00","126,274,439.00","43,111,924.00","81,189,752.94","236,099,979.24","8,849,776.82","524,123,170.00",0.00,"21,069,910.00","21,069,910.00",0.00,"83,543.00","1,098,306.00",0.00,"11,251,828.06","8,636,232.94",0.00,"21,069,910.00",0.00,"476,319,715.00","476,115,117.33",0.00,"144,269,432.00","201,346,259.00",0.00,"12,097,005.46","118,402,420.87","204,597.67","220,972,600.00","255,347,115.00","458,577,798.00","445,775,192.22",0.00,"18,386,716.00","9,882,899.00","24,901,205.60","242,679,583.99","149,924,787.63","12,802,605.78","458,577,798.00",0.00,"1,424,772,420.00","1,117,631,206.28",0.00,"11,478,655.00","618,600,606.00","31,992,496.88","280,776,557.67","174,782,890.73","307,141,213.72","1,424,772,420.00",0.00
Dic 2009,"2,767,946,654.00","2,442,158,715.53",0.00,"202,830,125.00","895,752,510.00","93,468,602.62","620,486,104.47","629,621,373.44","325,787,938.47","2,521,759,819.00","246,186,835.00","512,568,049.00","501,121,695.78",0.00,"26,197,004.00","132,191,827.00","39,103,552.42","83,094,961.81","220,534,350.55","11,446,353.22","512,568,049.00",0.00,"20,852,930.00","20,852,930.00",0.00,"82,352.00","1,109,243.00",0.00,"11,104,479.74","8,556,855.26",0.00,"20,852,930.00",0.00,"468,387,865.00","468,277,878.46",0.00,"150,556,682.00","180,277,181.00",0.00,"10,580,518.23","126,863,497.23","109,986.54","222,201,030.00","246,186,835.00","466,402,740.00","453,211,665.53",0.00,"14,376,789.00","13,079,810.00","25,101,534.75","246,600,853.97","154,052,677.81","13,191,074.47","466,402,740.00",0.00,"1,299,735,070.00","998,694,545.76",0.00,"11,617,298.00","569,094,449.00","29,263,515.45","269,105,290.72","119,613,992.59","301,040,524.24","1,299,735,070.00",0.00
Ene 2010,"2,800,077,431.00","2,445,115,343.34",0.00,"193,291,283.00","923,395,182.00","105,681,649.91","625,865,989.92","596,881,238.51","354,962,087.66","2,553,747,470.00","246,329,961.00","505,806,036.00","488,770,923.91",0.00,"20,864,683.00","141,491,518.00","24,849,259.23","81,474,347.85","220,091,115.83","17,035,112.09","505,806,036.00",0.00,"11,090,550.00","11,090,550.00",0.00,"60,193.00","36,158.00",0.00,"7,559,395.25","3,434,803.75",0.00,"11,090,550.00",0.00,"473,779,661.00","472,855,297.56",0.00,"145,871,567.00","171,296,247.00",0.00,"12,234,561.68","143,452,921.88","924,363.44","227,449,700.00","246,329,961.00","478,965,044.00","464,756,272.75",0.00,"15,289,004.00","17,189,317.00","28,370,594.68","249,044,060.06","154,863,297.01","14,208,771.25","478,965,044.00",0.00,"1,330,436,140.00","1,007,642,299.12",0.00,"11,205,836.00","593,381,942.00","52,461,796.00","275,553,625.08","75,039,100.04","322,793,840.88","1,330,436,140.00",0.00
Feb 2010,"2,874,272,682.00","2,505,744,600.38",0.00,"195,093,761.00","961,682,651.00","128,385,164.81","651,782,259.93","568,800,763.64","368,528,081.62","2,635,941,311.00","238,331,371.00","508,495,713.00","488,518,597.06",0.00,"23,012,272.00","128,960,167.00","44,796,954.37","87,165,733.84","204,583,469.85","19,977,115.94","508,495,713.00",0.00,"11,131,100.00","11,131,100.00",0.00,"60,411.00","36,289.00",0.00,"7,585,590.01","3,448,809.99",0.00,"11,131,100.00",0.00,"465,162,551.00","463,538,707.09",0.00,"145,499,496.00","173,331,292.00",0.00,"13,385,239.49","131,322,679.60","1,623,843.91","226,831,180.00","238,331,371.00","488,845,318.00","475,126,395.09",0.00,"15,241,770.00","18,702,543.00","28,493,501.62","249,987,404.08","162,701,176.39","13,718,922.91","488,845,318.00",0.00,"1,400,638,000.00","1,067,429,801.14",0.00,"11,279,812.00","640,652,360.00","55,094,708.83","293,658,292.51","66,744,627.80","333,208,198.86","1,400,638,000.00",0.00
Mar 2010,"2,963,221,647.00","2,556,295,745.37",0.00,"181,125,413.00","966,012,763.00","123,070,063.54","643,254,382.97","642,833,122.86","406,925,901.63","2,724,897,066.00","238,324,581.00","517,315,271.00","481,764,457.62",0.00,"17,386,703.00","121,793,671.00","42,763,055.26","81,279,705.86","218,541,322.50","35,550,813.38","517,315,271.00",0.00,"11,176,260.00","11,176,260.00",0.00,"60,656.00","36,436.00",0.00,"7,366,330.48","3,712,837.52",0.00,"11,176,260.00",0.00,"469,670,681.00","467,376,383.80",0.00,"136,318,467.00","161,842,875.00",0.00,"14,367,706.30","154,847,335.50","2,294,297.20","231,346,100.00","238,324,581.00","515,303,865.00","500,290,741.80",0.00,"15,436,862.00","18,905,090.00","31,186,614.14","261,376,199.43","173,385,976.23","15,013,123.20","515,303,865.00",0.00,"1,449,755,570.00","1,095,687,902.15",0.00,"11,922,725.00","663,434,691.00","49,120,394.13","278,864,440.90","92,345,651.12","354,067,667.85","1,449,755,570.00",0.00
Abr 2010,"3,024,363,435.00","2,572,142,806.92",0.00,"178,665,862.00","981,690,765.00","106,442,128.82","648,109,644.66","657,234,406.44","452,220,628.08","2,794,960,085.00","229,403,350.00","532,584,516.00","484,815,529.71",0.00,"19,696,627.00","130,996,854.00","25,815,825.33","79,900,763.29","228,405,460.09","47,768,986.29","532,584,516.00",0.00,"11,220,560.00","11,220,560.00",0.00,"60,897.00","152,674.00",0.00,"7,179,235.04","3,827,753.96",0.00,"11,220,560.00",0.00,"457,037,190.00","453,971,821.56",0.00,"133,199,478.00","146,479,859.00",0.00,"9,089,996.38","165,202,488.18","3,065,368.44","227,633,840.00","229,403,350.00","526,694,829.00","509,447,078.69",0.00,"15,131,181.00","24,090,206.00","50,962,137.83","268,580,383.84","150,683,170.02","17,247,750.31","526,694,829.00",0.00,"1,496,826,340.00","1,112,687,816.96",0.00,"10,577,679.00","679,971,172.00","29,664,165.66","283,359,266.11","109,115,534.19","384,138,523.04","1,496,826,340.00",0.00
May 2010,"3,060,505,261.00","2,615,822,591.18",0.00,"171,444,663.00","1,014,070,526.00","118,012,435.90","636,053,613.24","676,241,353.04","444,682,669.82","2,830,968,001.00","229,537,260.00","523,393,993.00","496,053,880.31",0.00,"14,395,559.00","138,608,616.00","32,243,275.01","76,077,250.59","234,729,179.71","27,340,112.69","523,393,993.00",0.00,"11,263,750.00","11,263,750.00",0.00,"61,131.00","2,662,711.00",0.00,"3,912,138.06","4,627,769.94",0.00,"11,263,750.00",0.00,"460,288,830.00","457,199,616.06",0.00,"131,454,803.00","143,946,669.00",0.00,"6,683,255.05","175,114,889.01","3,089,213.94","230,751,570.00","229,537,260.00","536,236,718.00","518,876,063.02",0.00,"15,085,394.00","29,279,498.00","53,443,488.50","270,756,243.90","150,311,438.62","17,360,654.98","536,236,718.00",0.00,"1,529,321,970.00","1,132,429,281.79",0.00,"10,447,776.00","699,573,032.00","32,325,672.38","278,624,725.64","111,458,075.77","396,892,688.21","1,529,321,970.00",0.00
Jun 2010,"3,071,118,591.00","2,629,930,331.75",0.00,"166,835,598.00","972,629,926.00","136,490,993.49","682,348,360.55","671,625,453.71","441,188,259.25","2,849,479,774.00","221,638,817.00","540,139,318.00","520,142,290.01",0.00,"10,295,106.00","147,783,917.00","38,736,702.57","92,433,768.82","230,892,795.62","19,997,027.99","540,139,318.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"448,695,947.00","443,516,002.05",0.00,"131,127,285.00","135,551,170.00",0.00,"7,672,174.38","169,165,372.67","5,179,944.95","227,057,130.00","221,638,817.00","554,151,786.00","537,075,563.06",0.00,"14,506,197.00","25,886,810.00","53,521,828.21","275,662,894.69","167,497,833.16","17,076,222.94","554,151,786.00",0.00,"1,528,131,540.00","1,129,196,476.63",0.00,"10,907,010.00","663,408,029.00","44,232,462.70","306,579,522.66","104,069,452.27","398,935,063.37","1,528,131,540.00",0.00
Jul 2010,"3,146,752,816.00","2,681,986,295.67",0.00,"171,744,016.00","963,055,800.00","136,283,649.43","695,207,093.97","715,695,736.27","464,766,520.33","2,925,152,142.00","221,600,674.00","506,302,358.00","482,094,769.02",0.00,"14,087,981.00","120,347,448.00","37,086,400.95","84,334,871.04","226,238,068.03","24,207,588.98","506,302,358.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"452,145,434.00","449,185,577.77",0.00,"131,896,891.00","135,878,389.00",0.00,"6,696,088.53","174,714,209.24","2,959,856.23","230,544,760.00","221,600,674.00","582,339,414.00","563,593,761.65",0.00,"14,159,549.00","27,290,854.00","57,322,556.16","285,902,901.83","178,917,900.66","18,745,652.35","582,339,414.00",0.00,"1,605,965,610.00","1,187,112,187.23",0.00,"11,599,595.00","679,539,109.00","41,874,692.32","318,273,232.57","135,825,558.34","418,853,422.77","1,605,965,610.00",0.00
Ago 2010,"3,129,702,791.00","2,636,908,153.12",0.00,"170,640,362.00","927,653,974.00","127,649,997.24","697,032,393.39","713,931,426.49","492,794,637.88","2,916,966,033.00","212,736,758.00","495,978,783.00","464,297,737.78",0.00,"11,600,854.00","100,326,414.00","23,997,222.27","102,913,684.82","225,459,562.69","31,681,045.22","495,978,783.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"396,796,248.00","393,860,208.64",0.00,"132,035,456.00","116,753,893.00",0.00,"5,559,870.03","139,510,989.61","2,936,039.36","184,059,490.00","212,736,758.00","596,237,930.00","579,544,618.31",0.00,"14,217,742.00","30,477,331.00","57,463,685.62","291,158,953.71","186,226,905.98","16,693,311.69","596,237,930.00",0.00,"1,640,689,830.00","1,199,205,588.39",0.00,"12,786,310.00","680,096,336.00","46,189,089.35","297,399,884.83","162,733,968.21","441,484,241.61","1,640,689,830.00",0.00
Sep 2010,"3,223,488,098.00","2,699,336,475.43",0.00,"165,341,221.00","951,687,407.00","132,812,117.67","720,145,789.68","729,349,940.08","524,151,622.57","3,010,800,420.00","212,687,678.00","502,403,396.00","475,679,763.40",0.00,"14,552,399.00","113,796,999.00","26,483,486.06","90,115,984.17","230,730,895.17","26,723,632.60","502,403,396.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"398,672,368.00","393,779,580.51",0.00,"124,129,923.00","120,528,536.00",0.00,"2,538,043.02","146,583,078.49","4,892,787.49","185,984,690.00","212,687,678.00","623,244,824.00","605,916,741.22",0.00,"14,295,997.00","33,408,496.00","58,752,471.58","298,834,302.93","200,625,473.71","17,328,082.78","623,244,824.00",0.00,"1,699,167,510.00","1,223,960,390.30",0.00,"12,362,902.00","683,953,376.00","47,576,160.03","328,657,459.56","151,410,492.71","475,207,119.70","1,699,167,510.00",0.00
Oct 2010,"3,228,203,704.00","2,619,663,723.37",0.00,"167,454,588.00","885,709,631.00","128,107,555.87","718,588,577.61","719,803,370.89","608,539,980.63","3,019,473,866.00","208,729,838.00","466,605,911.00","397,547,514.66",0.00,"13,322,107.00","70,198,992.00","22,177,406.28","79,508,748.23","212,340,261.15","69,058,396.34","466,605,911.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"389,926,178.00","386,118,992.48",0.00,"126,949,007.00","114,796,423.00",0.00,"2,414,088.47","141,959,474.01","3,807,185.52","181,196,340.00","208,729,838.00","641,318,185.00","621,664,178.78",0.00,"14,762,184.00","34,142,140.00","71,063,798.97","298,999,391.15","202,696,664.66","19,654,006.22","641,318,185.00",0.00,"1,730,353,430.00","1,214,333,037.45",0.00,"12,421,290.00","666,572,076.00","34,866,350.62","337,666,349.76","162,806,971.07","516,020,392.55","1,730,353,430.00",0.00
Nov 2010,"3,194,034,717.00","2,573,528,700.89",0.00,"165,035,328.00","922,602,618.00","141,429,090.94","690,423,567.98","654,038,095.97","620,506,016.11","2,977,249,158.00","216,785,559.00","457,681,850.00","374,158,393.36",0.00,"10,220,191.00","73,601,055.00","39,364,482.01","73,973,483.59","176,999,181.76","83,523,456.64","457,681,850.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"399,995,409.00","397,019,052.72",0.00,"126,759,043.00","117,658,921.00",0.00,"3,259,688.91","149,341,399.81","2,976,356.28","183,209,850.00","216,785,559.00","621,251,328.00","597,317,323.06",0.00,"14,918,949.00","38,772,099.00","56,987,381.05","284,838,175.86","201,800,718.15","23,934,004.94","621,251,328.00",0.00,"1,715,106,130.00","1,205,033,931.75",0.00,"13,137,145.00","692,570,543.00","45,077,227.88","328,352,219.62","125,896,796.25","510,072,198.25","1,715,106,130.00",0.00
Dic 2010,"3,152,934,133.00","2,520,839,446.68",0.00,"166,044,167.00","912,008,298.00","113,976,318.29","677,245,572.00","651,565,091.39","632,094,686.32","2,789,466,740.00","363,467,393.00","557,122,523.00","457,917,140.84",0.00,"12,372,985.00","118,638,257.00","20,290,704.75","76,733,377.19","229,881,816.90","99,205,382.16","411,313,274.00","145,809,249.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"400,248,684.00","394,175,263.00",0.00,"126,400,860.00","122,909,082.00",0.00,"2,327,598.59","142,537,722.41","6,073,421.00","182,590,540.00","217,658,144.00","583,070,736.00","556,169,879.55",0.00,"14,675,337.00","34,526,686.00","55,456,917.10","273,862,620.04","177,648,319.41","26,900,856.45","583,070,736.00",0.00,"1,612,492,190.00","1,112,577,163.29",0.00,"12,594,985.00","635,934,273.00","38,228,696.43","324,321,976.18","101,497,232.68","499,915,026.71","1,612,492,190.00",0.00
Ene 2011,"3,156,555,340.42","2,472,404,895.61",0.00,"152,328,505.00","893,807,837.00","116,066,416.73","667,982,234.27","642,219,902.61","684,150,444.81","2,776,255,111.42","380,300,229.00","564,116,899.00","418,258,739.40",0.00,"10,376,195.00","110,451,808.00","16,829,144.52","74,019,985.99","206,581,605.89","145,858,159.60","417,625,540.00","146,491,359.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"419,152,490.00","416,029,318.75",0.00,"126,636,583.00","126,047,461.00",0.00,"4,113,459.94","159,231,814.81","3,123,171.25","185,343,620.00","233,808,870.00","556,039,031.42","527,938,785.19",0.00,"3,598,435.00","36,670,445.00","51,050,936.45","276,568,730.48","160,050,238.26","28,100,246.23","556,039,031.42",0.00,"1,617,246,920.00","1,110,178,052.27",0.00,"11,717,292.00","620,638,123.00","48,186,335.76","313,280,057.86","116,356,243.65","507,068,867.73","1,617,246,920.00",0.00
Feb 2011,"3,187,072,364.61","2,456,310,487.26",0.00,"139,285,276.00","907,080,509.00","129,362,544.74","666,170,938.72","614,411,218.80","730,761,877.35","2,798,234,226.61","388,838,138.00","537,549,369.00","368,834,435.22",0.00,"2,503,257.00","103,541,585.00","30,483,843.13","75,359,633.38","156,946,116.71","168,714,933.78","390,547,290.00","147,002,079.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"430,076,299.00","426,921,849.21",0.00,"121,650,923.00","130,206,985.00",0.00,"4,680,792.06","170,383,149.15","3,154,449.79","188,240,240.00","241,836,059.00","558,879,566.61","525,747,634.93",0.00,"3,560,498.00","37,935,693.00","55,316,874.70","279,274,158.56","149,660,410.66","33,131,931.68","558,879,566.61",0.00,"1,660,567,130.00","1,134,806,567.90",0.00,"11,570,598.00","635,396,246.00","43,561,826.91","306,856,354.71","137,421,542.27","525,760,562.10","1,660,567,130.00",0.00
Mar 2011,"3,242,975,076.32","2,488,536,170.96",0.00,"135,476,434.00","957,991,153.00","124,036,442.68","674,644,808.44","596,387,332.84","754,438,905.36","2,840,202,289.32","402,772,787.00","536,815,279.00","355,622,186.86",0.00,"4,379,742.00","129,865,995.00","30,175,644.11","75,339,799.33","115,861,006.42","181,193,092.14","386,823,630.00","149,991,649.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"442,893,128.00","439,715,397.46",0.00,"116,641,134.00","143,937,628.00",0.00,"5,622,604.10","173,514,031.36","3,177,730.54","190,111,990.00","252,781,138.00","578,246,199.32","543,245,111.38",0.00,"3,643,110.00","52,768,277.00","60,439,385.55","287,152,797.83","139,241,541.00","35,001,087.94","578,246,199.32",0.00,"1,685,020,470.00","1,149,953,475.26",0.00,"10,812,448.00","631,419,253.00","33,421,413.03","306,529,607.18","167,770,754.05","535,066,994.74","1,685,020,470.00",0.00
Abr 2011,"3,355,454,044.04","2,550,306,792.45",0.00,"134,147,922.00","1,011,931,736.00","135,797,127.35","702,205,676.16","566,224,330.94","805,147,251.59","2,927,989,173.04","427,464,871.00","540,714,531.00","372,600,983.07",0.00,"4,059,247.00","128,673,992.00","27,497,199.99","70,490,604.44","141,879,939.64","168,113,547.93","390,131,170.00","150,583,361.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"469,535,340.00","466,367,549.02",0.00,"116,558,669.00","155,240,101.00",0.00,"6,185,072.00","188,383,707.02","3,167,790.98","192,653,830.00","276,881,510.00","607,622,173.04","570,157,121.26",0.00,"3,229,224.00","57,355,148.00","73,562,403.09","305,974,841.75","130,035,504.42","37,465,051.78","607,622,173.04",0.00,"1,737,582,000.00","1,141,181,139.10",0.00,"10,300,782.00","670,662,495.00","34,737,524.28","319,555,157.97","105,925,179.85","596,400,860.90","1,737,582,000.00",0.00
May 2011,"3,481,621,107.14","2,611,426,110.05",0.00,"139,676,242.00","1,014,485,705.00","125,471,272.37","727,291,877.43","604,501,013.24","870,194,997.09","3,029,292,733.14","452,328,374.00","563,173,731.00","389,283,000.94",0.00,"3,280,313.00","130,142,858.00","19,144,335.01","71,654,439.36","165,061,055.57","173,890,730.06","411,958,330.00","151,215,401.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"496,364,353.00","493,019,035.60",0.00,"122,704,839.00","179,788,923.00",0.00,"4,632,111.36","185,893,162.24","3,345,317.40","195,251,380.00","301,112,973.00","624,186,063.14","587,851,710.01",0.00,"3,226,546.00","56,333,764.00","52,310,627.66","322,005,466.13","153,975,306.22","36,334,353.13","624,186,063.14",0.00,"1,797,896,960.00","1,141,272,363.50",0.00,"10,464,544.00","648,220,160.00","54,016,309.70","328,999,860.58","99,571,489.22","656,624,596.50","1,797,896,960.00",0.00
Jun 2011,"3,504,426,975.44","2,671,917,365.11",0.00,"158,839,529.00","1,038,884,404.00","134,938,200.65","700,898,987.15","638,356,244.30","832,509,610.33","2,966,507,592.44","537,919,383.00","631,863,911.00","463,702,886.92",0.00,"13,084,418.00","212,784,707.00","29,560,554.67","74,310,436.78","133,962,770.47","168,161,024.08","416,816,250.00","215,047,661.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"521,736,102.00","518,366,190.53",0.00,"133,029,114.00","188,766,201.00",0.00,"5,372,915.91","191,197,959.62","3,369,911.47","198,864,380.00","322,871,722.00","619,768,312.44","581,654,133.82",0.00,"1,562,541.00","50,673,590.00","50,552,274.80","305,843,125.66","173,022,602.35","38,114,178.62","619,768,312.44",0.00,"1,731,058,650.00","1,108,194,153.84",0.00,"11,163,456.00","586,659,906.00","54,825,371.17","315,372,508.80","140,172,911.87","622,864,496.16","1,731,058,650.00",0.00
Jul 2011,"3,614,164,349.25","2,687,368,029.31",0.00,"178,785,292.00","1,013,444,171.00","129,677,170.70","729,246,152.68","636,215,242.93","926,796,319.94","3,048,100,620.25","566,063,729.00","631,249,289.00","442,293,988.25",0.00,"28,545,176.00","160,657,646.00","16,387,294.41","72,049,170.99","164,654,700.85","188,955,300.75","415,210,640.00","216,038,649.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"551,424,350.00","539,136,892.11",0.00,"146,611,378.00","192,595,626.00",0.00,"5,873,891.19","194,055,996.92","12,287,457.89","201,399,270.00","350,025,080.00","648,915,750.25","613,349,695.96",0.00,"1,391,205.00","51,449,511.00","72,339,760.33","328,929,757.48","159,239,462.15","35,566,054.29","648,915,750.25",0.00,"1,782,574,960.00","1,092,587,452.99",0.00,"2,237,533.00","608,741,388.00","40,950,115.96","322,393,333.02","118,265,083.01","689,987,507.01","1,782,574,960.00",0.00
Ago 2011,"3,763,654,351.61","2,771,792,324.80",0.00,"206,077,964.00","1,036,462,920.00","123,591,874.91","740,452,667.65","665,206,898.24","991,862,026.81","3,160,334,155.61","603,320,196.00","641,253,637.00","444,328,515.18",0.00,"42,609,635.00","168,750,849.00","15,459,210.66","71,675,458.98","145,833,361.54","196,925,121.82","424,217,680.00","217,035,957.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"583,214,879.00","578,930,399.88",0.00,"158,565,688.00","210,101,493.00","9,999,999.94","5,393,197.59","194,870,021.35","4,284,479.12","196,930,640.00","386,284,239.00","671,352,995.61","632,947,899.21",0.00,"1,269,811.00","55,769,858.00","50,740,519.67","334,753,476.54","190,414,234.00","38,405,096.40","671,352,995.61",0.00,"1,867,832,840.00","1,115,585,510.53",0.00,"3,632,830.00","601,840,720.00","47,392,144.64","328,630,534.54","134,089,281.35","752,247,329.47","1,867,832,840.00",0.00
Sep 2011,"3,810,322,180.64","2,863,071,518.55",0.00,"226,630,462.00","995,066,888.00","160,127,653.55","741,512,075.35","739,734,439.65","947,250,662.09","3,169,555,264.64","640,766,916.00","631,358,387.00","471,187,650.92",0.00,"50,196,490.00","149,895,317.00","47,354,463.83","68,212,954.45","155,528,425.64","160,170,736.08","415,270,920.00","216,087,467.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"624,066,479.00","619,384,317.97",0.00,"171,410,924.00","203,586,679.00","3,102,799.63","7,741,035.93","233,542,879.41","4,682,161.03","199,387,030.00","424,679,449.00","681,343,804.64","641,689,498.06",0.00,"1,285,988.00","60,796,928.00","72,517,233.01","327,111,294.87","179,978,054.19","39,654,306.58","681,343,804.64",0.00,"1,873,553,510.00","1,130,810,051.60",0.00,"3,737,060.00","580,787,964.00","37,153,157.08","338,446,790.10","170,685,080.42","742,743,458.40","1,873,553,510.00",0.00
