Fecha,resid_nofin_priv_cp,resid_nofin_priv_lp,SF110358,SF110359,SF110360,SF110361,SF110362,SF110363,SF110364,SF110365,SF110366,SF110367,SF110368,SF110369,SF110370,SF110371,SF110372,SF110373,SF110374,resid_nofin_tot_cp,resid_nofin_tot_lp,SF110377,SF110378,SF110379,SF110380,SF110381,SF110382,SF110383,SF110384,SF110385,SF110386,SF110387,SF110388,SF110389,SF110390,SF110391,SF110392,SF110393,SF110394,SF110395,SF110396,SF110397,SF110398,SF110399,SF110400,SF110401,SF110402,SF110403,SF110404,SF110405,SF110406,SF110407,SF110408,SF110409,SF110410,SF110411,SF110412,SF110413,SF110414,SF110415,SF110416,SF110417,SF110418,SF110419,SF110420,SF110421,SF110422,SF110423,SF110424,SF110425,SF110426,SF110427,SF110428,SF110429,SF110430,SF110431,SF110432,SF110433,SF110434,SF110435,SF110436,SF110437,SF110438,SF110439,SF110440,SF110441,SF110442,SF110443,SF110444,SF110445,SF110446,SF110447,SF110448,SF110449,SF110450,SF110451,SF110452,SF110453,SF110454,SF110455,SF110456,SF110457,SF110458,SF110459,SF110460,SF110461,SF110462,SF110463,SF110464,SF110465,SF110466,SF110467,SF110468,SF110469,SF110470,SF110471,SF110472,SF110473,SF110474,SF110475,SF110476,SF110477,SF110478,SF110479,SF110480,SF110481,SF110482,SF110483,SF110484,SF110485,SF110486,SF110487,SF110488,resid_financ_tot_cp,resid_financ_tot_lp,SF110491,SF110492,SF110493,SF110494,SF110495,SF110496,SF110497,SF110498,SF110499,SF110500,SF110501,SF110502,SF110503,SF110504,SF110505,SF110506,SF110507,resid_gobfed_cp,resid_gobfed_lp,SF110510,SF110511,SF110512,SF110513,SF110514,SF110515,SF110516,SF110517,SF110518,SF110519,SF110520,SF110521,SF110522,SF110523,SF110524,SF110525,SF110526,SF110527,SF110528,SF110529,SF110530,SF110531,SF110532,SF110533,SF110534,SF110535,SF110536,SF110537,SF110538,SF110539,SF110540,SF110541,SF110542,SF110543,SF110544,SF110545,resid_gobgeneral_cp,resid_gobgeneral_lp,SF110548,SF110549,SF110550,SF110551,SF110552,SF110553,SF110554,SF110555,SF110556,SF110557,SF110558,SF110559,SF110560,SF110561,SF110562,SF110563,SF110564,SF110565,SF110566,SF110567,SF110568,SF110569,SF110570,SF110571,SF110572,SF110573,SF110574,SF110575,SF110576,SF110577,SF110578,SF110579,SF110580,SF110581,SF110582,SF118421,resid_regmon_cp,resid_regmon_lp,SF118424,SF118425,SF118426,SF118427,SF118428,SF118429,SF118430,SF118431,SF118432,SF118433,SF118434,SF118435,SF118436,SF118437,SF118438,SF118439,SF223288,SF223289,SF223290,SF223291,resid_nofin_priv_monlocal,resid_nofin_priv_monextra,SF223294,SF223295,SF223296,SF223297,SF223298,SF223299,SF223300,SF223301,SF223302,SF223303,SF223304,SF223305,SF223306,SF223307,SF223308,SF223309,SF223310,SF223311,SF223312,SF223313,SF223314,SF223315,resid_gobfed_monlocal,resid_gobfed_monextra,SF223318,resid_regmon_monlocal,resid_regmon_monextra,SF223321,SF223322,SF223323,SF223324,resid_gobgeneral_monlocal,resid_gobgeneral_monextra,SF223327,SF223328,SF223329,SF223330,SF223331,SF223332,SF223333,SF223334,SF223335,SF223336,SF223337,SF223338,SF223339,SF223340,SF223341,SF223342,SF223343,SF223344,SF223345,SF223346,SF223347,SF223348,SF223349,SF223350,SF223351,SF223352,SF223353,SF223354,SF223355,SF223356,SF223357,SF223358,SF223359,SF223360,SF223361,SF223362,SF223363,SF223364,SF223365,SF223366,SF223367,SF223368,SF223369,SF223370,SF223371,noresid_cp,noresid_lp,SF223374,SF223375,SF223376,SF223377,SF223378,SF223379,SF223380,SF223381,SF223382,SF223383,SF223384,SF223385,SF223386,SF223387,SF223388,SF223389,SF223390,SF223391,SF223392,SF223393,tot_monlocal,tot_monextra,SF223418,resid_cp,resid_lp,SF223421,SF223422,SF223423,SF223424,SF223425,SF223426,SF223427,SF223428,SF223429,SF223430,SF223431,SF223432,SF223433,SF223434,SF223435,SF223436,resid_monlocal,resid_monextra,SF223439,deuda_int_sp,deuda_ext_sp
Jul 2009,25.7,201.8,227.5,38.1,189.3,227.5,57.9,165.2,32.8,132.4,4.4,227.5,97.1,56.3,40.9,29.7,3.5,0.0,361.3,25.7,335.6,361.3,64.2,297.1,361.3,86.0,270.9,47.3,223.6,4.4,361.3,230.9,56.3,40.9,29.7,3.5,0.0,940.5,3.6,936.9,940.5,172.8,767.7,940.5,6.8,933.7,189.2,744.5,0.0,940.5,939.4,1.1,0.0,0.0,0.0,40.4,1.2,0.0,1.2,1.2,0.0,1.2,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,249.4,177.1,72.4,249.4,192.4,57.1,249.4,177.1,72.4,39.9,32.5,0.0,249.4,249.4,0.0,0.0,0.0,0.0,0.0,339.5,209.1,130.4,339.5,212.1,127.4,339.5,195.2,135.3,17.6,117.7,9.1,339.5,287.6,13.9,31.5,0.0,6.5,17.5,141.5,31.8,109.7,141.5,42.2,99.3,141.5,25.3,115.1,25.0,90.1,1.0,141.5,56.5,16.7,48.7,15.6,4.0,30.2,"1,672.1",421.6,"1,250.6","1,672.1",619.3,"1,052.8","1,672.1",404.3,"1,257.7",271.7,986.0,10.1,"1,672.1","1,534.1",31.7,80.3,15.6,10.5,88.0,"2,401.7",489.6,"1,912.1","2,401.7",679.7,"1,722.0","2,401.7","1,735.4",666.2,415.0,251.3,0.0,"2,401.7","2,401.7",0.0,0.0,0.0,0.0,0.0,51.2,0.0,51.2,51.2,0.0,51.2,51.2,1.4,49.8,26.5,23.3,0.0,51.2,29.4,20.1,1.7,0.0,0.0,0.0,"2,725.6",489.6,"2,236.0","2,725.6",730.8,"1,994.8","2,725.6","1,736.8",988.8,441.5,547.3,0.0,"2,725.6","2,703.8",20.1,1.7,0.0,0.0,0.0,"4,759.0",936.8,"3,822.2","4,759.0","1,414.3","3,344.7","4,759.0","2,227.1","2,517.4",760.5,"1,756.9",14.5,"4,759.0","4,468.8",108.1,122.9,45.3,13.9,88.0,272.7,0.0,272.7,272.7,51.1,221.6,272.7,0.0,272.7,0.0,272.7,0.0,272.7,272.7,0.0,0.0,0.0,0.0,0.0,133.8,133.8,0.0,227.5,227.5,0.0,361.3,361.3,0.0,940.5,940.5,0.0,1.2,1.2,0.0,249.4,249.4,0.0,339.5,332.2,7.3,141.5,141.5,0.0,"1,672.1","1,664.8",7.3,"2,401.7","2,401.7",0.0,272.7,272.7,0.0,51.2,51.2,0.0,"2,725.6","2,725.6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,759.0","4,751.7",7.3,"4,759.0",936.8,"3,822.2","4,759.0","1,414.3","3,344.7","4,759.0","2,227.1","2,517.4",760.5,"1,756.9",14.5,"4,759.0","4,468.8",108.1,122.9,45.3,13.9,"4,759.0","4,751.7",7.3,88.0,1991.77,1106.88
Ago 2009,28.6,201.3,229.8,40.8,189.1,229.8,57.5,167.5,32.9,134.6,4.9,229.8,98.4,54.4,42.1,31.5,3.5,0.0,366.7,28.6,338.1,366.7,66.8,299.9,366.7,87.0,274.8,49.3,225.5,4.9,366.7,235.2,54.4,42.1,31.5,3.5,0.0,952.2,3.6,948.6,952.2,182.7,769.4,952.2,6.8,945.4,191.1,754.3,0.0,952.2,952.2,0.0,0.0,0.0,0.0,41.9,1.2,0.0,1.2,1.2,0.0,1.2,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,252.8,178.4,74.4,252.8,193.7,59.1,252.8,171.2,81.6,43.1,38.5,0.0,252.8,252.8,0.0,0.0,0.0,0.0,0.0,313.4,176.7,136.6,313.4,179.7,133.7,313.4,176.4,134.0,17.6,116.4,3.0,313.4,262.7,11.7,32.5,0.0,6.4,23.0,138.7,29.3,109.3,138.7,40.1,98.5,138.7,24.0,113.8,24.9,88.9,0.8,138.7,55.7,15.7,47.6,15.7,4.0,30.1,"1,658.2",388.1,"1,270.2","1,658.2",596.3,"1,062.0","1,658.2",378.4,"1,276.0",276.7,999.3,3.8,"1,658.2","1,524.6",27.4,80.1,15.7,10.4,95.0,"2,424.1",508.9,"1,915.1","2,424.1",731.7,"1,692.3","2,424.1","1,769.2",654.9,423.0,231.9,0.0,"2,424.1","2,424.1",0.0,0.0,0.0,0.0,0.0,51.2,0.0,51.2,51.2,0.0,51.2,51.2,1.4,49.9,26.6,23.3,0.0,51.2,25.6,23.9,1.7,0.0,0.0,0.0,"2,748.1",508.9,"2,239.1","2,748.1",782.9,"1,965.2","2,748.1","1,770.5",977.5,449.6,527.9,0.0,"2,748.1","2,722.4",23.9,1.7,0.0,0.0,0.0,"4,773.0",925.6,"3,847.4","4,773.0","1,445.9","3,327.1","4,773.0","2,235.9","2,528.4",775.7,"1,752.7",8.7,"4,773.0","4,482.2",105.7,124.0,47.2,13.9,95.0,272.7,0.0,272.7,272.7,51.1,221.6,272.7,0.0,272.7,0.0,272.7,0.0,272.7,272.7,0.0,0.0,0.0,0.0,0.0,136.9,136.9,0.0,229.8,229.8,0.0,366.7,366.7,0.0,952.2,952.2,0.0,1.2,1.2,0.0,252.8,252.8,0.0,313.4,305.5,7.8,138.7,138.7,0.0,"1,658.2","1,650.4",7.8,"2,424.1","2,424.1",0.0,272.7,272.7,0.0,51.2,51.2,0.0,"2,748.1","2,748.1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,773.0","4,765.2",7.8,"4,773.0",925.6,"3,847.4","4,773.0","1,445.9","3,327.1","4,773.0","2,235.9","2,528.4",775.7,"1,752.7",8.7,"4,773.0","4,482.2",105.7,124.0,47.2,13.9,"4,773.0","4,765.2",7.8,95.0,2023.29,1124.58
Sep 2009,20.2,209.8,230.0,34.8,195.2,230.0,49.0,175.8,33.0,142.7,5.2,230.0,89.8,59.4,45.5,31.9,3.5,0.0,366.9,20.2,346.7,366.9,60.8,306.1,366.9,78.5,283.1,49.6,233.6,5.2,366.9,223.3,62.8,45.5,31.9,3.5,0.0,953.5,1.1,952.4,953.5,186.1,767.4,953.5,4.3,949.2,195.7,753.5,0.0,953.5,953.5,0.0,0.0,0.0,0.0,45.9,1.2,0.0,1.2,1.2,0.2,1.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,247.7,172.5,75.2,247.7,189.8,57.9,247.7,166.5,78.9,43.9,35.0,2.3,247.7,247.7,0.0,0.0,0.0,0.0,0.0,317.9,180.3,137.6,317.9,185.7,132.2,317.9,182.5,128.8,17.7,111.1,6.6,317.9,250.8,14.0,36.6,0.0,16.5,23.0,132.8,28.2,104.6,132.8,43.0,89.8,132.8,24.5,107.0,25.0,82.0,1.3,132.8,54.9,16.1,49.0,11.1,1.7,30.2,"1,653.1",382.1,"1,271.1","1,653.1",604.8,"1,048.3","1,653.1",377.8,"1,265.1",282.4,982.8,10.2,"1,653.1","1,508.2",30.1,85.6,11.1,18.1,99.1,"2,465.9",517.7,"1,948.2","2,465.9",731.6,"1,734.3","2,465.9","1,797.5",668.4,431.5,236.9,0.0,"2,465.9","2,465.9",0.0,0.0,0.0,0.0,0.0,51.3,0.0,51.3,51.3,0.0,51.3,51.3,1.4,50.0,26.7,23.3,0.0,51.3,25.6,24.0,1.7,0.0,0.0,0.0,"2,790.0",517.7,"2,272.2","2,790.0",791.7,"1,998.2","2,790.0","1,798.9",991.1,458.2,532.9,0.0,"2,790.0","2,764.2",24.0,1.7,0.0,0.0,0.0,"4,810.0",920.0,"3,890.0","4,810.0","1,457.4","3,352.6","4,810.0","2,255.2","2,539.4",790.1,"1,749.2",15.4,"4,810.0","4,495.7",116.9,132.8,42.9,21.6,99.1,272.7,0.0,272.7,272.7,60.1,212.6,272.7,0.0,272.7,0.0,272.7,0.0,272.7,272.7,0.0,0.0,0.0,0.0,0.0,136.9,136.9,0.0,230.0,230.0,0.0,366.9,366.9,0.0,953.5,953.5,0.0,1.2,1.2,0.0,247.7,247.7,0.0,317.9,309.5,8.4,132.8,132.8,0.0,"1,653.1","1,644.7",8.4,"2,465.9","2,465.9",0.0,272.7,272.7,0.0,51.3,51.3,0.0,"2,790.0","2,790.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"4,810.0","4,801.6",8.4,"4,810.0",920.0,"3,890.0","4,810.0","1,457.4","3,352.6","4,810.0","2,255.2","2,539.4",790.1,"1,749.2",15.4,"4,810.0","4,495.7",116.9,132.8,42.9,21.6,"4,810.0","4,801.6",8.4,99.1,2013.36,1195.47
Oct 2009,20.3,215.8,236.1,38.9,197.3,236.1,49.4,181.3,34.2,147.1,5.5,236.1,96.5,59.5,41.9,32.2,6.0,0.0,362.2,20.3,341.9,362.2,57.5,304.7,362.2,78.9,277.8,53.4,224.4,5.5,362.2,222.6,59.5,41.9,32.2,6.0,0.0,968.4,1.6,966.8,968.4,193.5,774.9,968.4,4.8,963.6,199.6,764.0,0.0,968.4,967.3,1.1,0.0,0.0,0.0,49.2,1.2,0.0,1.2,1.2,0.2,1.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,238.8,163.4,75.3,238.8,181.8,57.0,238.8,156.6,80.1,44.1,36.0,2.0,238.8,238.7,0.0,0.0,0.0,0.0,0.0,308.4,172.1,136.3,308.4,177.1,131.3,308.4,173.9,129.3,17.8,111.5,5.2,308.4,240.3,13.3,42.0,0.0,12.8,22.4,133.6,28.0,105.6,133.6,43.6,90.0,133.6,24.5,107.8,24.5,83.3,1.3,133.6,56.2,15.7,46.9,13.2,1.6,29.5,"1,650.3",365.0,"1,285.3","1,650.3",596.1,"1,054.2","1,650.3",359.8,"1,282.0",286.0,996.0,8.5,"1,650.3","1,503.7",30.1,88.9,13.2,14.5,101.1,"2,488.0",532.1,"1,955.9","2,488.0",723.4,"1,764.6","2,488.0","1,834.7",653.4,415.7,237.6,0.0,"2,488.0","2,488.0",0.0,0.0,0.0,0.0,0.0,51.4,0.0,51.4,51.4,0.0,51.4,51.4,1.4,50.0,26.8,23.2,0.0,51.4,25.5,17.1,8.8,0.0,0.0,0.0,"2,795.1",532.1,"2,263.0","2,795.1",774.5,"2,020.6","2,795.1","1,836.0",959.0,442.5,516.5,0.0,"2,795.1","2,769.2",17.1,8.8,0.0,0.0,0.0,"4,808.3",917.4,"3,890.9","4,808.3","1,428.2","3,380.1","4,808.3","2,274.8","2,519.5",781.9,"1,737.6",14.0,"4,808.3","4,495.5",107.3,139.5,45.4,20.5,101.1,255.7,0.0,255.7,255.7,51.1,204.6,255.7,0.0,255.7,0.0,255.7,0.0,255.7,255.7,0.0,0.0,0.0,0.0,0.0,126.1,126.1,0.0,236.1,236.1,0.0,362.2,362.2,0.0,968.4,968.4,0.0,1.2,1.2,0.0,238.8,238.8,0.0,308.4,300.1,8.3,133.6,133.6,0.0,"1,650.3","1,642.0",8.3,"2,488.0","2,488.0",0.0,255.7,255.7,0.0,51.4,51.4,0.0,"2,795.1","2,795.1",0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,"4,808.3","4,800.0",8.3,"4,807.6",917.4,"3,890.2","4,807.6","1,428.2","3,379.4","4,807.6","2,274.8","2,518.8",781.9,"1,736.9",14.0,"4,807.6","4,495.5",106.6,139.5,45.4,20.5,"4,807.6","4,799.3",8.3,101.1,2121.17,1170.08
Nov 2009,17.3,222.2,239.5,39.7,199.8,239.5,46.5,187.4,34.5,152.9,5.7,239.5,99.6,56.2,44.9,32.8,6.0,0.0,365.8,17.3,348.5,365.8,58.4,307.5,365.8,76.0,284.1,53.8,230.3,5.7,365.8,225.4,56.7,44.9,32.8,6.0,0.0,979.0,1.6,977.4,979.0,199.3,779.7,979.0,4.8,974.2,203.1,771.1,0.0,979.0,979.0,0.0,0.0,0.0,0.0,52.2,1.2,0.0,1.2,1.2,0.2,1.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,249.3,179.6,69.7,249.3,193.7,55.7,249.3,168.3,81.0,45.0,36.0,0.0,249.3,249.2,0.0,0.0,0.0,0.1,0.0,288.7,151.9,136.8,288.7,158.2,130.5,288.7,151.7,135.9,18.0,117.9,1.1,288.7,226.9,14.3,35.6,0.0,11.9,22.9,139.1,27.7,111.4,139.1,44.7,94.4,139.1,24.6,113.9,28.1,85.8,0.6,139.1,58.8,18.0,47.8,13.1,1.4,33.2,"1,657.3",360.7,"1,296.6","1,657.3",596.0,"1,061.3","1,657.3",349.4,"1,306.1",294.1,"1,012.0",1.8,"1,657.3","1,515.1",32.3,83.4,13.1,13.5,108.4,"2,516.4",530.4,"1,985.9","2,516.4",721.8,"1,794.6","2,516.4","1,850.1",666.3,424.1,242.1,0.0,"2,516.4","2,516.4",0.0,0.0,0.0,0.0,0.0,52.9,0.0,52.9,52.9,0.0,52.9,52.9,1.4,51.5,27.1,24.4,0.0,52.9,25.5,18.6,8.8,0.0,0.0,0.0,"2,824.9",530.4,"2,294.5","2,824.9",772.8,"2,052.1","2,824.9","1,851.5",973.5,451.3,522.2,0.0,"2,824.9","2,797.6",18.6,8.8,0.0,0.0,0.0,"4,848.7",908.5,"3,940.3","4,848.7","1,427.2","3,421.6","4,848.7","2,276.9","2,564.4",799.2,"1,765.2",7.4,"4,848.7","4,538.1",108.2,137.1,45.9,19.5,108.4,255.7,0.0,255.7,255.7,51.1,204.6,255.7,0.0,255.7,0.0,255.7,0.0,255.7,255.7,0.0,0.0,0.0,0.0,0.0,126.3,126.3,0.0,239.5,239.5,0.0,365.8,365.8,0.0,979.0,979.0,0.0,1.2,1.2,0.0,249.3,248.8,0.5,288.7,279.8,8.9,139.1,139.1,0.0,"1,657.3","1,647.8",9.5,"2,516.4","2,516.4",0.0,255.7,255.7,0.0,52.9,52.9,0.0,"2,824.9","2,824.9",0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,"4,848.7","4,839.3",9.5,"4,848.0",908.5,"3,939.6","4,848.0","1,427.2","3,420.9","4,848.0","2,276.9","2,563.7",799.2,"1,764.5",7.4,"4,848.0","4,538.1",107.5,137.1,45.9,19.5,"4,848.0","4,838.6",9.5,108.4,2142.94,1153.61
Dic 2009,16.8,226.9,243.6,42.9,200.7,243.6,46.5,192.4,34.7,157.7,4.8,243.6,103.7,61.2,44.7,27.8,6.3,0.0,370.1,35.4,334.7,370.1,61.6,308.5,370.1,76.1,289.3,54.2,235.1,4.8,370.1,230.1,61.2,44.7,27.8,6.3,0.0,986.3,0.0,986.3,986.3,204.8,781.6,986.3,3.3,983.0,209.2,773.8,0.0,986.3,986.3,0.0,0.0,0.0,0.0,57.5,1.2,0.0,1.2,1.2,0.2,1.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,260.0,190.1,69.9,260.0,206.7,53.3,260.0,182.8,77.2,45.2,32.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,328.0,185.4,142.6,328.0,192.0,135.9,328.0,179.1,147.8,18.1,129.7,1.1,328.0,252.9,13.6,44.3,0.0,17.1,22.9,140.6,26.5,114.2,140.6,43.4,97.3,140.6,23.5,116.6,30.8,85.8,0.5,140.6,58.1,16.1,51.5,13.7,1.2,35.8,"1,716.2",402.0,"1,314.2","1,716.2",647.1,"1,069.1","1,716.2",388.6,"1,325.9",303.3,"1,022.5",1.7,"1,716.2","1,558.5",29.8,95.9,13.7,18.3,116.2,"2,445.2",519.0,"1,926.2","2,445.2",747.2,"1,698.0","2,445.2","1,767.6",677.6,434.1,243.5,0.0,"2,445.2","2,445.2",0.0,0.0,0.0,0.0,0.0,55.3,0.0,55.3,55.3,0.0,55.3,55.3,1.4,53.9,27.3,26.7,0.0,55.3,27.1,19.9,8.3,0.0,0.0,0.0,"2,747.1",519.0,"2,228.2","2,747.1",798.2,"1,948.9","2,747.1","1,769.0",978.2,461.3,516.8,0.0,"2,747.1","2,718.9",19.9,8.3,0.0,0.0,0.0,"4,834.1",956.3,"3,877.8","4,834.1","1,506.9","3,327.2","4,834.1","2,233.7","2,594.0",818.9,"1,775.1",6.5,"4,834.1","4,507.5",111.6,148.9,41.5,24.6,116.2,246.7,0.0,246.7,246.7,51.0,195.6,246.7,0.0,246.7,0.0,246.7,0.0,246.7,246.7,0.0,0.0,0.0,0.0,0.0,126.5,126.5,0.0,243.6,243.6,0.0,370.1,370.1,0.0,986.3,986.3,0.0,1.2,1.2,0.0,260.0,259.5,0.5,328.0,315.8,12.2,140.6,140.6,0.0,"1,716.2","1,703.4",12.7,"2,445.2","2,445.2",0.0,246.7,246.7,0.0,55.3,55.3,0.0,"2,747.1","2,747.1",0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,"4,834.1","4,821.3",12.7,"4,833.4",956.3,"3,877.1","4,833.4","1,506.9","3,326.5","4,833.4","2,233.7","2,593.3",818.9,"1,774.4",6.5,"4,833.4","4,507.5",110.9,148.9,41.5,24.6,"4,833.4","4,820.6",12.7,116.2,2140.91,1214.64
Ene 2010,18.9,226.9,245.8,45.2,200.6,245.8,48.6,192.4,34.9,157.5,4.8,245.8,105.9,61.2,44.5,27.8,6.3,0.0,372.3,37.5,334.8,372.3,63.9,308.5,372.3,78.2,289.3,54.4,234.9,4.8,372.3,232.4,61.2,44.5,27.8,6.3,0.0,990.8,0.0,990.8,990.8,202.6,788.3,990.8,3.3,987.5,210.4,777.1,0.0,990.8,990.1,0.7,0.0,0.0,0.0,57.8,1.2,0.0,1.2,1.2,0.2,1.0,1.2,0.0,1.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,262.9,192.7,70.2,262.9,211.8,51.0,262.9,183.1,79.7,44.0,35.7,0.0,262.9,262.9,0.0,0.0,0.0,0.0,0.0,301.7,159.2,142.5,301.7,167.9,133.8,301.7,153.4,146.7,18.2,128.5,1.5,301.7,228.2,14.4,40.2,0.0,18.9,22.9,139.8,25.7,114.1,139.8,43.7,96.2,139.8,22.4,116.4,30.8,85.6,1.0,139.8,57.5,15.9,52.4,13.8,0.2,35.7,"1,696.4",377.6,"1,318.9","1,696.4",626.2,"1,070.2","1,696.4",362.2,"1,331.6",303.4,"1,028.2",2.6,"1,696.4","1,539.9",31.1,92.5,13.8,19.1,116.5,"2,457.6",511.8,"1,945.8","2,457.6",750.2,"1,707.4","2,457.6","1,775.5",682.1,443.1,239.0,0.0,"2,457.6","2,457.6",0.0,0.0,0.0,0.0,0.0,55.4,0.0,55.4,55.4,0.0,55.4,55.4,1.4,54.0,27.4,26.6,0.0,55.4,27.0,20.0,8.3,0.0,0.0,0.0,"2,759.7",511.8,"2,247.8","2,759.7",801.2,"1,958.4","2,759.7","1,776.9",982.8,470.6,512.2,0.0,"2,759.7","2,731.3",20.0,8.3,0.0,0.0,0.0,"4,829.1",926.9,"3,902.2","4,829.1","1,491.3","3,337.8","4,829.1","2,217.3","2,604.4",828.4,"1,776.1",7.3,"4,829.1","4,503.6",113.1,145.4,41.6,25.4,116.5,246.7,0.0,246.7,246.7,51.0,195.6,246.7,0.0,246.7,0.0,246.7,0.0,246.7,246.7,0.0,0.0,0.0,0.0,0.0,126.5,126.5,0.0,245.8,245.8,0.0,372.3,372.3,0.0,990.8,990.8,0.0,1.2,1.2,0.0,262.9,262.3,0.5,301.7,289.9,11.8,139.8,139.8,0.0,"1,696.4","1,684.0",12.4,"2,457.6","2,457.6",0.0,246.7,246.7,0.0,55.4,55.4,0.0,"2,759.7","2,759.7",0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.0,0.7,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.7,0.7,0.0,0.0,"4,829.1","4,816.8",12.4,"4,828.4",926.9,"3,901.5","4,828.4","1,491.3","3,337.1","4,828.4","2,217.3","2,603.7",828.4,"1,775.4",7.3,"4,828.4","4,503.6",112.4,145.4,41.6,25.4,"4,828.4","4,816.1",12.4,116.5,2137.31,1242.98
